gender,age,resident,Marriage,Education,Employment,Income,Heathstatus,Chronic disease,whether had COVID-19,cognitiverisk,personalFear,misInformation,trust central Government,trust local Government,social fear,panic Buying,social support,trust health experts,trust health Authorities,trust medical Resource,trust health worker,Pandemic fatigue,cognitive dissonance
0,22,1,1,4,4,4,4,1,1,2,2,2,4,4,3,1,4,5,2,3.75,4,8,2
1,40,1,2,5,1,3,4,1,2,3,3,2,5,5,1.5,1,4,5,5,4.5,5,0,0
0,32,1,2,5,4,4,4,1,2,4,2,2,5,4,3,1,4,3,4,2.75,4,8,4
1,22,1,1,4,4,3,4,1,2,3,2,2,4,4,3,0,3,3,3,3.75,4,10,1
1,29,1,1,5,1,3,3,1,2,4,4,2,3,3,3,0,4,3,3,3,3,4,5
1,45,1,2,5,1,4,3,3,2,3,4,2,4,3,2,0,4,4,3,3,3,6,5
0,30,1,1,4,1,1,4,1,2,1,1,2,3,3,3,0,3,3,3,3,4,10,0
0,23,1,1,4,1,5,3,1,2,3,5,2,4,4,3.75,0,5,4,4,4,5,0,2
1,31,1,1,4,1,4,5,1,1,1,4,2,5,5,3.25,0,4,1,1,1,2,1,1
0,38,1,2,5,1,4,4,2,2,3,4,2,3,3,3.25,1,4,3,3,2.75,4,7,2
1,44,0,2,5,1,2,3,1,1,1,3,2,3,3,1.5,0,3,3,4,2.75,4,10,0
1,34,1,2,4,1,4,5,1,2,1,1,1,1,1,2,0,3,1,1,2.5,1,10,0
1,34,1,2,5,1,4,3,2,2,1,2,2,3,3,3.25,1,3,3,2,3,4,8,2
0,42,1,2,5,1,3,3,1,2,2,4,3,5,5,2,1,1,5,5,4,5,2,4
1,34,1,2,1,1,1,5,3,3,5,1,1,5,5,4.75,0,1,5,5,3,5,1,0
0,35,1,2,4,1,5,5,1,2,3,3,2,4,5,2.25,1,4,3,3,3,4,4,1
0,28,1,1,5,1,4,4,1,2,2,2,2,3,3,2.75,1,3,3,3,2,3,10,5
0,34,1,1,5,1,4,4,1,2,3,4,2,3,4,2.5,1,4,3,3,3,4,6,2
0,35,1,2,4,1,2,3,1,2,2,1,2,3,3,2.75,0,3,3,3,3,3,0,0
1,35,1,2,5,1,5,4,1,2,3,2,1,1,5,2.75,0,4,1,1,2,3,10,0
0,35,1,2,4,1,4,4,1,2,4,4,2,3,3,2.5,0,3,3,3,3,3,7,7
1,33,1,2,5,1,4,4,1,2,3,3,2,3,3,3.25,1,4,3,4,1.75,3,8,1
0,26,0,1,5,1,2,5,1,2,2,3,2,3,3,3,0,4,3,3,3,3,10,10
0,32,0,2,4,1,3,3,1,2,3,3,2,4,4,2.5,1,3,4,4,3.25,4,0,0
0,40,1,2,5,1,4,4,1,2,2,3,3,3,3,3.5,0,4,3,3,2.75,4,10,0
1,25,1,1,5,4,2,3,1,1,2,3,2,4,4,3,1,4,3,4,3.25,4,6,3
1,22,1,1,4,4,1,5,1,2,1,2,2,4,4,1.5,1,5,4,4,3.5,4,6,0
0,35,1,2,5,1,4,4,1,2,3,4,2,3,3,3,1,3,3,3,2.5,4,4,4
0,38,1,2,5,1,5,4,1,2,5,2,2,3,3,4.25,0,5,1,1,3,3,10,0
1,23,0,1,5,4,1,4,1,2,3,4,3,4,3,2.75,1,3,4,4,3,4,7,8
0,22,1,1,4,4,3,4,1,2,4,4,2,3,3,3,1,4,1,3,3.25,4,10,1
0,36,1,2,5,1,3,4,2,2,3,4,2,5,5,1.5,1,4,5,5,4.25,5,0,0
1,42,0,2,4,2,1,3,1,2,3,3,2,1,1,4.25,0,1,1,1,1.75,1,0,0
1,38,1,2,5,1,4,3,2,2,3,4,2,4,4,2.75,1,5,4,3,3.25,4,2,2
0,22,0,1,4,4,2,3,1,2,3,4,1,4,5,2.75,0,3,4,4,3,4,8,8
1,49,1,2,5,1,4,5,1,1,4,4,2,4,4,2,1,4,3,3,2.5,4,9,9
1,33,1,2,5,1,4,3,1,2,3,4,2,3,3,2.75,1,3,3,3,2.5,3,8,8
0,47,1,2,5,1,4,3,2,2,3,4,2,3,3,2.25,0,3,3,4,3.5,5,7,1
0,40,0,2,4,1,2,5,1,2,4,5,2,4,4,3.5,1,4,4,4,4,4,0,4
0,33,1,2,4,1,3,4,1,2,3,3,2,4,4,2.75,1,4,4,4,3.25,4,0,0
0,21,1,1,4,4,4,3,1,2,3,4,2,4,4,2.25,1,4,3,2,2.5,4,6,5
1,39,1,1,5,1,3,4,1,1,3,3,2,1,2,3,0,4,2,1,1,1,10,0
0,49,1,1,3,1,1,3,1,2,3,2,2,3,3,2,0,4,2,3,2.75,3,10,7
1,34,1,2,4,1,4,3,1,2,2,2,3,4,5,2,0,3,3,5,3.5,3,8,0
1,40,1,2,4,1,3,2,3,1,2,5,2,3,3,3,0,4,3,3,3,3,8,2
1,65,0,2,1,5,5,3,3,2,3,4,2,3,2,4,1,5,2,2,2.5,2,8,9
0,65,1,2,4,5,3,4,1,1,2,1,2,4,4,2.5,0,4,4,4,3,4,0,0
0,50,1,2,2,1,4,2,3,2,4,4,2,2,2,3.75,1,4,2,2,1.5,2,8,7
1,55,1,2,1,2,5,2,2,2,4,4,2,2,2,4,0,5,2,1,2,1,7,7
0,68,1,2,2,5,5,3,3,2,4,5,2,2,1,4,0,4,1,2,2,1,9,7
0,43,1,2,5,1,5,4,1,2,3,3,2,4,4,2.75,0,3,3,3,3.25,3,6,2
0,52,1,2,2,1,4,3,2,2,4,3,2,3,2,3.75,0,5,2,2,1.75,2,7,8
0,45,1,2,4,1,2,4,1,2,3,4,2,5,3,1.25,0,4,3,4,3,5,0,1
0,58,1,2,1,1,5,2,2,2,4,4,2,2,1,3.75,1,4,1,1,2.5,2,6,9
0,50,0,2,4,1,2,4,1,2,3,3,2,4,4,2.75,0,3,4,4,3,4,0,0
0,36,1,2,4,1,2,3,1,2,4,5,2,4,4,3.25,0,4,4,4,4,4,2,8
1,47,1,2,4,1,2,3,2,2,3,4,2,3,3,2.75,1,3,4,1,2,4,0,10
0,36,1,2,3,1,1,3,2,2,5,5,3,3,3,3.75,1,3,3,3,5,3,10,7
1,38,0,2,2,1,1,3,1,2,4,5,2,5,4,3.75,0,1,4,4,2,3,0,10
0,34,0,2,1,3,1,2,1,2,3,4,2,5,5,1.25,0,4,4,4,2.5,5,0,0
0,36,0,2,4,1,1,3,1,2,3,4,2,3,3,3.5,1,3,1,3,1.5,3,0,0
0,36,0,2,2,3,2,1,2,2,3,4,2,3,3,3,1,4,3,3,2.5,3,0,8
0,49,1,2,2,2,1,4,2,1,2,3,2,3,3,3,0,4,3,3,3,3,0,0
0,51,1,2,4,1,5,4,2,2,3,5,3,3,3,3.25,0,5,2,2,3,2,7,8
1,31,1,2,4,1,3,4,1,2,4,3,2,4,3,3.25,0,4,4,3,2.25,3,7,2
0,40,1,2,5,1,4,5,1,1,1,3,2,4,4,3,0,4,3,4,2.25,4,0,0
1,38,1,1,5,1,4,4,1,2,4,4,2,4,4,2.75,0,5,4,4,3.25,4,0,0
0,50,1,2,4,1,2,3,1,1,2,4,2,4,3,2.75,1,3,2,3,2,2,0,0
0,28,1,2,4,2,1,2,1,2,3,5,2,5,3,4.5,0,3,5,5,3,4,8,8
0,43,1,2,4,1,5,4,2,1,3,4,2,3,3,3.5,0,4,3,3,2.5,3,1,1
1,58,1,2,2,2,5,3,2,2,4,4,3,3,2,4.5,1,4,1,1,2.5,2,7,8
1,51,0,2,4,1,2,2,3,2,4,4,3,3,3,4,0,3,4,4,4,4,10,10
1,43,1,2,4,1,3,3,1,1,3,2,2,4,4,1.75,1,4,4,4,4,4,6,3
1,40,0,2,4,2,2,3,1,2,3,2,2,3,3,2,0,3,3,3,3,3,2,0
0,36,0,2,2,2,1,5,1,2,4,4,2,4,3,2.5,0,4,3,3,3.5,3,0,0
0,46,0,2,4,1,3,4,1,2,2,2,1,5,5,1.25,0,3,4,4,4,4,0,0
1,50,1,2,4,1,2,4,1,2,2,2,2,5,3,1.5,0,4,3,4,2.75,4,1,1
1,59,1,2,1,1,5,3,3,2,4,5,1,2,2,4.25,0,5,1,1,2.25,1,7,7
1,51,0,2,2,2,2,4,2,1,1,1,1,5,5,1.5,0,3,5,5,3,5,1,1
1,51,0,2,2,2,2,4,2,1,1,1,1,5,5,1,0,3,5,5,3,5,1,1
0,30,0,2,3,1,2,5,1,2,3,5,3,4,4,2.75,1,3,3,3,3,3,2,6
0,41,1,2,1,1,1,3,1,2,2,4,2,4,4,3.75,0,4,4,4,3.25,4,3,3
0,42,1,2,5,1,4,4,1,1,1,2,2,4,4,2.5,1,5,4,4,3.25,4,7,0
0,34,1,2,4,1,2,3,1,2,2,3,2,4,4,2,1,4,4,4,3.25,4,0,0
0,29,1,2,3,1,1,2,1,2,3,5,2,3,3,2,0,1,3,3,3,3,0,6
0,36,1,2,5,1,5,3,2,2,3,3,2,3,3,3.25,0,2,2,2,2.75,3,8,2
0,24,1,1,4,4,3,4,1,2,3,4,2,2,2,3,1,3,1,1,2.75,4,4,10
1,40,1,2,4,1,5,4,1,2,3,2,2,3,3,3.5,1,5,3,3,3.25,4,8,2
1,42,1,2,4,1,3,3,1,2,2,1,2,4,4,2.75,0,3,4,4,4,4,8,6
1,50,1,2,5,1,3,4,2,2,3,2,2,2,2,3,1,2,2,2,1.75,2,10,9
0,65,1,2,3,5,5,3,3,2,3,4,3,3,2,3.75,0,4,2,2,2.5,2,8,7
0,19,0,1,4,4,2,3,1,2,3,4,2,5,3,2,1,4,4,5,2.75,5,4,6
0,18,1,1,4,4,2,3,1,2,3,4,2,4,3,2.25,1,4,3,4,3.25,5,0,8
1,18,1,1,4,4,2,4,2,1,2,4,2,5,3,2.75,0,3,3,3,3.5,4,0,0
1,19,1,1,4,4,5,3,1,2,3,1,2,2,2,2.5,0,5,1,1,3,4,10,0
1,18,1,1,4,4,3,4,1,2,3,1,2,4,3,3,0,5,3,3,3.5,5,6,0
0,18,1,1,4,4,2,4,1,2,3,5,2,4,4,2.75,1,3,4,4,3.5,5,6,8
0,19,0,1,4,4,1,3,1,2,3,5,2,4,4,2.5,1,4,4,4,3,4,2,5
0,18,0,1,4,4,1,2,3,2,4,4,2,3,4,4,0,3,4,4,3.75,4,10,8
0,18,1,1,4,4,2,4,1,2,3,4,2,4,1,2.75,0,4,3,2,4,5,8,2
0,19,0,1,4,4,1,4,1,2,3,5,2,4,3,3,1,4,4,4,3.5,3,6,5
0,19,0,1,4,4,1,3,1,2,4,4,2,2,2,3.5,1,3,1,2,3.25,4,8,2
0,19,1,1,4,4,4,4,1,2,2,3,1,2,2,3.25,1,3,2,2,2.75,4,8,0
0,18,0,1,4,4,3,3,1,2,3,3,2,4,4,2.5,1,3,3,4,3.75,4,0,3
0,18,1,1,4,4,2,3,1,2,3,5,3,3,3,3,1,3,3,3,3,3,10,9
1,18,1,1,4,4,4,4,1,2,3,4,2,5,5,2.25,0,4,3,5,4.5,5,10,0
1,19,1,1,4,4,4,2,2,2,3,3,2,4,4,2.5,0,3,4,4,3.75,4,5,5
0,19,1,1,4,4,2,4,1,1,2,4,2,4,4,2.75,0,4,4,4,3.25,5,6,0
1,18,0,1,3,4,2,5,2,2,3,4,1,3,3,3.75,0,4,2,4,4,4,5,6
0,18,1,1,4,4,4,3,1,1,2,4,2,4,3,2.5,1,3,4,4,4,4,4,0
1,18,1,1,4,4,1,4,1,2,3,2,2,2,2,3,0,3,2,2,2.5,4,10,2
0,20,1,1,5,4,3,3,1,2,3,5,1,3,3,3.75,1,3,3,3,2,3,10,0
1,19,1,1,4,4,1,2,3,2,2,1,2,3,3,3,0,3,3,3,3,3,0,0
0,19,1,1,4,4,3,2,1,2,3,2,2,4,4,3,0,5,4,4,3.75,4,10,0
0,19,1,1,4,4,1,4,1,2,2,4,2,4,4,2.75,0,3,2,4,3.25,4,10,0
0,20,1,1,4,4,5,4,1,2,3,4,2,1,1,2.75,0,5,1,1,2,5,10,0
0,21,1,1,4,4,3,3,1,2,3,4,2,3,4,3.25,1,4,3,2,3,4,10,2
0,20,1,1,4,4,3,4,1,2,3,5,2,4,2,2.5,1,5,1,1,3.25,5,6,8
0,20,1,1,4,4,3,3,1,2,3,4,2,4,4,2.5,0,3,4,5,2.5,5,0,0
1,20,1,1,4,4,5,5,1,2,3,3,2,3,3,3.5,0,4,3,3,3,3,10,0
0,19,1,1,4,4,5,3,1,2,2,2,2,4,4,2.5,1,3,4,4,4,4,4,5
1,20,0,1,4,4,2,5,1,1,3,2,2,4,4,2,0,3,4,4,3,4,6,2
1,20,0,1,4,4,2,4,1,2,2,4,2,5,5,2.5,1,4,5,5,3,5,4,0
1,20,1,1,4,4,3,5,1,2,2,4,1,3,3,2.5,1,4,2,4,3.5,5,10,1
0,19,1,1,4,4,3,4,1,2,4,4,2,4,4,2.75,0,4,4,4,3.25,4,6,4
0,18,1,1,3,4,2,3,1,2,2,4,2,4,3,2.75,0,4,3,2,3,4,2,0
0,19,1,1,4,4,2,2,1,2,4,5,3,3,3,3,1,4,3,3,2.75,3,10,10
0,18,1,1,4,4,2,3,1,2,1,1,2,4,4,2.75,1,4,4,4,3,3,6,6
0,19,1,1,4,4,3,4,1,2,4,4,2,4,4,3,0,4,4,4,2.75,4,2,8
1,20,1,1,4,4,1,2,2,2,3,4,2,3,2,2.5,1,4,1,3,2.75,4,4,2
0,19,0,1,4,4,1,3,1,2,4,4,2,4,4,3.25,0,3,4,4,3,4,6,5
1,18,1,1,4,4,3,4,2,1,4,4,3,4,4,2,1,3,4,4,3.5,4,4,8
1,18,1,1,4,4,2,4,1,2,3,3,2,4,4,2.25,0,4,4,4,4.25,5,5,1
0,18,1,1,4,4,1,4,1,2,3,4,2,3,3,4,1,3,3,3,2.75,3,8,6
1,19,0,1,4,4,2,4,1,1,2,2,2,4,4,2,0,3,3,4,3,4,7,4
1,18,0,3,4,4,2,3,1,2,3,3,2,1,1,4.5,0,3,1,1,3,3,10,0
1,18,1,1,4,4,3,3,1,2,3,3,2,3,3,2.5,1,3,2,3,2.75,4,8,2
1,18,1,1,4,4,3,4,1,2,3,3,2,4,4,1.75,0,3,4,4,3.75,4,0,0
1,18,1,1,4,4,3,5,1,1,2,5,1,2,4,3.5,1,3,1,1,2,5,8,8
0,20,1,1,4,4,3,3,1,2,4,5,3,4,5,2.25,1,4,3,3,3.75,4,2,3
1,19,1,1,4,4,4,3,1,1,3,2,2,3,3,3,0,2,3,4,3,3,5,2
1,20,0,1,4,4,1,4,1,2,3,4,2,5,4,2,1,5,4,4,4,5,0,0
0,21,0,1,4,4,1,2,2,2,2,3,2,3,3,2.25,1,4,3,4,3.5,4,8,2
1,18,0,1,4,4,2,3,1,1,1,4,2,4,3,3.25,0,2,3,4,3,5,0,5
1,21,1,1,4,4,3,4,1,1,2,3,2,4,4,2.25,0,2,3,3,2.5,4,4,0
0,19,0,1,4,4,2,3,1,1,3,3,2,4,4,2.75,0,3,3,4,3.5,4,2,5
0,18,1,1,4,4,2,3,1,2,3,1,2,3,3,2.5,0,2,3,3,3,4,7,2
0,19,0,1,4,4,3,3,2,2,3,4,2,4,4,2.75,0,4,2,4,3,4,0,0
0,19,1,1,4,4,3,4,1,2,2,3,2,4,4,2.25,0,4,4,4,3.25,5,6,5
1,18,1,1,4,4,5,4,1,2,3,2,2,5,5,2.25,0,5,5,5,4,4,0,0
0,19,0,1,4,4,3,2,1,2,3,3,2,5,4,2,0,4,4,4,4,5,5,5
0,18,1,1,4,4,1,3,1,2,2,4,2,4,3,3.25,1,4,3,3,3,4,4,4
1,18,1,1,4,4,2,4,1,2,1,2,1,4,3,2,0,4,4,2,3.25,5,7,3
0,18,1,1,3,4,5,4,1,2,1,3,3,4,4,2.5,0,4,4,4,3,4,4,2
0,19,1,1,4,4,4,3,1,2,3,4,2,5,4,3,0,5,3,3,3.75,4,5,1
0,19,1,1,4,4,3,4,1,2,3,4,2,5,5,1.75,1,5,3,4,4,4,6,6
0,20,1,1,4,4,3,2,1,2,4,4,2,3,4,3.75,0,2,2,3,3,3,8,4
0,19,0,1,4,4,1,3,1,2,3,4,2,4,4,3.25,0,4,3,3,3,2,0,0
0,18,0,1,4,4,3,3,2,2,4,3,2,4,4,2.25,0,3,4,4,3.25,4,8,1
1,19,1,1,4,4,3,3,1,2,3,4,1,4,3,2.75,0,3,3,3,3,4,5,4
1,20,1,1,4,4,3,3,1,2,2,4,2,3,3,2.75,0,4,3,3,3,4,8,1
1,18,0,1,4,4,3,4,1,2,3,4,2,3,3,3,1,3,3,3,3,3,8,6
0,18,1,1,4,4,4,3,1,2,3,4,2,3,4,2,0,5,3,3,3.25,4,8,2
1,18,1,1,4,4,4,4,1,2,3,2,2,4,4,2.5,0,3,4,4,4,4,7,0
1,18,1,1,4,4,4,3,1,2,3,5,1,5,5,1,0,1,5,5,5,5,6,8
0,18,1,1,4,4,4,3,1,2,4,1,2,5,5,1.5,0,5,5,5,5,5,3,2
0,18,0,1,4,4,1,3,1,2,3,4,2,3,3,2.5,1,4,2,4,4,4,2,0
0,19,1,1,4,4,1,3,1,2,3,4,2,4,5,3,0,4,1,3,3.25,4,2,2
0,18,1,1,4,4,4,3,1,2,3,4,2,3,3,3,0,4,3,3,3,3,10,0
1,19,1,1,4,4,4,4,1,1,3,3,2,5,5,1,0,4,5,5,5,5,10,1
0,18,0,1,4,4,4,4,1,1,2,1,2,4,4,2.5,0,4,4,4,4,4,5,8
0,18,1,1,4,4,5,4,1,1,3,3,2,5,5,2.25,0,4,4,4,4.5,5,2,1
0,19,0,1,4,4,3,3,1,2,3,3,2,3,2,3,0,3,2,3,2.75,3,10,5
1,18,1,1,4,4,3,4,1,2,3,4,2,5,4,2.25,1,4,2,3,1.75,4,10,0
0,19,1,1,4,4,1,3,1,2,5,3,2,4,3,3.5,1,4,3,3,2.25,5,10,0
0,19,1,1,4,4,4,4,1,2,3,4,2,4,4,3,0,5,4,3,3,4,3,1
0,18,1,1,4,4,2,5,1,2,2,2,2,4,4,1.5,1,4,3,3,3,5,2,1
0,18,0,1,4,4,3,3,2,2,3,3,2,3,3,3,1,3,3,3,3,3,2,3
0,18,0,1,4,4,1,3,1,2,4,4,2,2,2,3.5,0,3,2,2,3,2,5,1
1,20,1,1,4,4,4,2,1,2,3,4,2,1,1,4.5,0,3,1,1,2.25,3,0,0
1,18,1,1,4,4,1,2,1,2,3,3,2,5,4,1,0,1,1,3,1,5,10,0
1,20,1,1,4,4,1,4,1,2,3,5,2,3,3,2.75,0,4,4,4,3.25,4,9,0
0,19,1,1,4,4,4,3,1,2,3,3,2,2,3,3,1,3,2,3,2.75,3,10,1
1,18,0,1,4,4,1,4,1,2,3,3,2,4,3,1.75,0,4,1,3,2,4,0,8
1,18,1,1,4,4,5,3,1,2,3,3,1,1,1,4.5,1,5,1,1,2.25,4,10,10
0,18,1,1,4,4,5,4,1,1,3,3,2,4,4,2.25,1,4,4,4,3.75,5,8,0
0,18,1,1,4,4,3,4,1,2,2,4,2,4,4,2.5,0,5,3,3,4,4,8,6
1,18,1,1,4,4,2,3,1,2,3,4,2,4,4,2.75,0,3,4,4,4,4,5,5
0,18,0,1,4,4,1,3,1,2,3,4,3,4,4,2.75,0,4,3,4,3,4,0,6
0,20,1,1,4,4,5,3,2,2,3,4,2,3,3,3.75,1,4,2,4,2.75,4,7,6
0,20,1,1,4,4,1,4,1,2,2,4,2,5,4,3,0,4,4,4,3,4,2,6
1,19,1,1,4,4,4,3,1,1,3,3,2,5,5,1.75,0,2,1,5,4,5,3,4
0,18,1,1,4,4,5,3,1,2,3,3,2,3,3,3.5,1,3,3,3,3,3,10,10
0,19,1,1,4,4,4,4,2,2,3,3,2,4,4,2.5,0,4,3,3,3.25,4,6,2
0,19,0,1,3,4,3,4,1,2,3,2,2,4,4,3,0,2,3,3,3.25,3,5,1
0,19,1,1,4,4,3,2,2,2,3,3,3,4,3,3,1,3,3,3,3,3,5,2
0,18,1,1,3,4,4,3,1,2,3,3,2,4,4,2,0,5,3,4,3.5,5,5,2
0,18,1,1,4,4,4,4,1,2,4,2,1,2,2,2.25,1,4,1,2,3.75,4,10,0
0,18,1,1,4,4,3,3,1,2,3,3,2,4,3,3,0,4,4,4,4.5,4,8,6
0,18,0,1,4,4,1,4,1,2,2,4,3,4,4,3,0,3,3,3,4,4,4,4
0,19,0,1,4,4,4,3,1,2,3,4,2,4,4,3,1,4,4,4,3.75,5,6,6
1,20,1,1,4,4,4,3,2,1,4,4,2,3,3,2.5,1,3,2,4,2,4,1,2
0,18,1,1,4,4,3,4,1,2,3,1,2,1,4,2.25,0,2,1,1,2.5,4,10,0
0,18,1,1,4,4,5,4,1,2,3,3,2,4,4,2.75,0,4,4,4,3.25,4,6,5
0,18,1,1,4,4,1,4,1,1,2,4,2,4,4,2.5,0,4,3,3,3.25,3,10,6
0,19,1,1,4,4,3,4,1,2,3,4,2,3,3,2.5,1,4,2,3,3.75,4,8,2
0,18,1,1,4,4,3,4,1,2,3,3,2,3,2,3.25,1,4,2,2,3.75,4,10,0
0,19,1,1,4,4,2,4,1,2,3,5,2,3,3,3.5,1,4,4,3,1.25,4,6,7
0,19,1,1,4,4,4,4,1,2,2,4,3,5,5,2,1,4,4,3,4.5,5,7,0
0,18,1,1,4,4,4,5,1,2,1,4,2,3,3,2.25,0,4,2,3,3.5,3,6,1
0,18,0,1,4,4,5,4,1,1,1,1,2,5,5,2,0,4,4,4,3.5,4,6,5
0,19,0,1,4,4,1,4,1,2,3,4,1,4,4,2.75,0,3,3,3,3,5,10,1
0,18,1,1,4,4,2,4,1,2,3,3,2,4,4,3.25,0,4,4,4,3.5,4,2,2
1,20,1,1,4,4,3,3,1,2,3,4,2,3,3,2.25,0,4,2,2,3,3,8,2
0,18,0,1,4,4,2,3,1,2,3,4,2,4,4,2.75,0,4,4,4,3.25,4,6,5
0,19,1,1,4,4,2,3,2,2,4,4,2,4,4,2.5,0,4,3,4,4,4,7,9
1,20,1,1,4,4,3,2,1,2,3,4,2,3,3,2.5,0,3,4,4,3.75,4,0,0
1,20,1,1,4,4,2,3,1,2,3,3,3,3,3,2.75,0,3,3,3,3,3,10,10
0,19,1,1,4,4,3,4,1,1,2,4,2,4,4,2.5,0,3,4,4,4,4,0,2
0,20,1,1,4,4,2,4,1,1,4,4,2,4,4,2.5,0,4,4,4,4,4,2,6
0,20,0,1,4,4,2,3,1,2,3,5,2,5,5,1.75,1,4,5,5,2.25,4,7,8
0,21,1,1,4,4,5,5,1,2,3,4,3,5,5,1.25,0,5,5,5,4.5,5,1,0
0,20,1,1,4,4,4,3,1,2,3,3,2,3,3,2.25,1,4,3,3,3,3,6,6
0,18,0,1,4,4,2,3,1,2,2,2,3,4,1,2.75,0,3,4,4,4,4,0,1
1,21,1,1,4,4,3,3,2,2,3,4,2,4,3,3,0,5,3,3,3,3,8,2
0,19,1,1,3,4,2,4,1,2,4,4,3,4,4,3.25,0,5,4,4,3.5,4,2,0
0,18,1,1,4,4,4,4,1,1,2,4,3,4,4,2,0,5,3,2,3.75,4,8,6
0,18,0,1,3,4,3,4,1,2,2,4,2,5,4,1.5,0,4,3,3,4,4,8,0
0,19,0,1,3,4,3,3,1,1,4,4,2,5,5,2,0,5,5,5,5,5,0,0
0,19,0,1,4,4,1,3,1,2,2,3,2,4,4,1.5,0,3,3,3,3.5,5,9,0
0,20,1,1,4,4,5,4,1,2,3,4,2,2,2,4,1,3,2,2,3.5,2,8,8
1,19,1,1,4,4,5,4,1,2,4,4,1,3,3,2.75,0,4,3,3,3.5,4,0,0
1,21,1,1,4,4,2,4,1,2,2,1,2,4,4,2.75,0,4,3,3,3,4,2,0
1,19,0,1,4,4,2,4,1,2,5,4,2,3,4,2.75,0,4,3,4,3.5,5,8,0
